x11perf - X11 performance program, version 1.3
DECWINDOWS DigitalEquipmentCorp. AXP server on _WSA2:
Mon Nov 14 15:24:06 1994

Sync time adjustment is 0.5445 msecs.

8000000 reps @  0.0007 msec (1410000.0/sec): Dot
8000000 reps @  0.0007 msec (1400000.0/sec): Dot
8000000 reps @  0.0007 msec (1400000.0/sec): Dot
8000000 reps @  0.0007 msec (1400000.0/sec): Dot
8000000 reps @  0.0007 msec (1400000.0/sec): Dot
40000000 trep @  0.0007 msec (1400000.0/sec): Dot

5000000 reps @  0.0011 msec (951000.0/sec): (xor) Dot
5000000 reps @  0.0010 msec (956000.0/sec): (xor) Dot
5000000 reps @  0.0010 msec (960000.0/sec): (xor) Dot
5000000 reps @  0.0010 msec (960000.0/sec): (xor) Dot
5000000 reps @  0.0010 msec (960000.0/sec): (xor) Dot
25000000 trep @  0.0010 msec (958000.0/sec): (xor) Dot

6000000 reps @  0.0009 msec (1100000.0/sec): 1x1 rectangle
6000000 reps @  0.0009 msec (1100000.0/sec): 1x1 rectangle
6000000 reps @  0.0009 msec (1100000.0/sec): 1x1 rectangle
6000000 reps @  0.0009 msec (1100000.0/sec): 1x1 rectangle
6000000 reps @  0.0009 msec (1100000.0/sec): 1x1 rectangle
30000000 trep @  0.0009 msec (1100000.0/sec): 1x1 rectangle

5000000 reps @  0.0011 msec (882000.0/sec): (xor) 1x1 rectangle
5000000 reps @  0.0011 msec (881000.0/sec): (xor) 1x1 rectangle
5000000 reps @  0.0011 msec (882000.0/sec): (xor) 1x1 rectangle
5000000 reps @  0.0011 msec (882000.0/sec): (xor) 1x1 rectangle
5000000 reps @  0.0011 msec (881000.0/sec): (xor) 1x1 rectangle
25000000 trep @  0.0011 msec (881000.0/sec): (xor) 1x1 rectangle

2000000 reps @  0.0027 msec (371000.0/sec): 10x10 rectangle
2000000 reps @  0.0027 msec (371000.0/sec): 10x10 rectangle
2000000 reps @  0.0027 msec (370000.0/sec): 10x10 rectangle
2000000 reps @  0.0027 msec (370000.0/sec): 10x10 rectangle
2000000 reps @  0.0027 msec (370000.0/sec): 10x10 rectangle
10000000 trep @  0.0027 msec (370000.0/sec): 10x10 rectangle

2000000 reps @  0.0037 msec (274000.0/sec): (xor) 10x10 rectangle
2000000 reps @  0.0037 msec (273000.0/sec): (xor) 10x10 rectangle
2000000 reps @  0.0037 msec (273000.0/sec): (xor) 10x10 rectangle
2000000 reps @  0.0037 msec (272000.0/sec): (xor) 10x10 rectangle
2000000 reps @  0.0037 msec (273000.0/sec): (xor) 10x10 rectangle
10000000 trep @  0.0037 msec (273000.0/sec): (xor) 10x10 rectangle

 72000 reps @  0.0745 msec (13400.0/sec): 100x100 rectangle
 72000 reps @  0.0745 msec (13400.0/sec): 100x100 rectangle
 72000 reps @  0.0745 msec (13400.0/sec): 100x100 rectangle
 72000 reps @  0.0745 msec (13400.0/sec): 100x100 rectangle
 72000 reps @  0.0745 msec (13400.0/sec): 100x100 rectangle
360000 trep @  0.0745 msec (13400.0/sec): 100x100 rectangle

 36000 reps @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle
 36000 reps @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle
 36000 reps @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle
 36000 reps @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle
 36000 reps @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle
180000 trep @  0.1413 msec (7080.0/sec): (xor) 100x100 rectangle

  4000 reps @  1.6156 msec ( 619.0/sec): 500x500 rectangle
  4000 reps @  1.6150 msec ( 619.0/sec): 500x500 rectangle
  4000 reps @  1.6150 msec ( 619.0/sec): 500x500 rectangle
  4000 reps @  1.6156 msec ( 619.0/sec): 500x500 rectangle
  4000 reps @  1.6150 msec ( 619.0/sec): 500x500 rectangle
 20000 trep @  1.6152 msec ( 619.0/sec): 500x500 rectangle

  2000 reps @  3.1911 msec ( 313.0/sec): (xor) 500x500 rectangle
  2000 reps @  3.1914 msec ( 313.0/sec): (xor) 500x500 rectangle
  2000 reps @  3.1904 msec ( 313.0/sec): (xor) 500x500 rectangle
  2000 reps @  3.1920 msec ( 313.0/sec): (xor) 500x500 rectangle
  2000 reps @  3.1909 msec ( 313.0/sec): (xor) 500x500 rectangle
 10000 trep @  3.1912 msec ( 313.0/sec): (xor) 500x500 rectangle

3000000 reps @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle
3000000 reps @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle
3000000 reps @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle
3000000 reps @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle
3000000 reps @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle
15000000 trep @  0.0020 msec (512000.0/sec): 1x1 stippled rectangle

3000000 reps @  0.0020 msec (511000.0/sec): (xor) 1x1 stippled rectangle
3000000 reps @  0.0020 msec (511000.0/sec): (xor) 1x1 stippled rectangle
3000000 reps @  0.0020 msec (512000.0/sec): (xor) 1x1 stippled rectangle
3000000 reps @  0.0019 msec (515000.0/sec): (xor) 1x1 stippled rectangle
3000000 reps @  0.0019 msec (515000.0/sec): (xor) 1x1 stippled rectangle
15000000 trep @  0.0019 msec (513000.0/sec): (xor) 1x1 stippled rectangle

600000 reps @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle
600000 reps @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle
600000 reps @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle
600000 reps @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle
600000 reps @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle
3000000 trep @  0.0093 msec (108000.0/sec): 10x10 stippled rectangle

500000 reps @  0.0111 msec (90100.0/sec): (xor) 10x10 stippled rectangle
500000 reps @  0.0111 msec (90000.0/sec): (xor) 10x10 stippled rectangle
500000 reps @  0.0111 msec (90000.0/sec): (xor) 10x10 stippled rectangle
500000 reps @  0.0111 msec (90100.0/sec): (xor) 10x10 stippled rectangle
500000 reps @  0.0111 msec (90100.0/sec): (xor) 10x10 stippled rectangle
2500000 trep @  0.0111 msec (90100.0/sec): (xor) 10x10 stippled rectangle

 28800 reps @  0.1968 msec (5080.0/sec): 100x100 stippled rectangle
 28800 reps @  0.1967 msec (5080.0/sec): 100x100 stippled rectangle
 28800 reps @  0.1967 msec (5080.0/sec): 100x100 stippled rectangle
 28800 reps @  0.1968 msec (5080.0/sec): 100x100 stippled rectangle
 28800 reps @  0.1968 msec (5080.0/sec): 100x100 stippled rectangle
144000 trep @  0.1968 msec (5080.0/sec): 100x100 stippled rectangle

 18000 reps @  0.3270 msec (3060.0/sec): (xor) 100x100 stippled rectangle
 18000 reps @  0.3272 msec (3060.0/sec): (xor) 100x100 stippled rectangle
 18000 reps @  0.3270 msec (3060.0/sec): (xor) 100x100 stippled rectangle
 18000 reps @  0.3271 msec (3060.0/sec): (xor) 100x100 stippled rectangle
 18000 reps @  0.3272 msec (3060.0/sec): (xor) 100x100 stippled rectangle
 90000 trep @  0.3271 msec (3060.0/sec): (xor) 100x100 stippled rectangle

  2000 reps @  3.4863 msec ( 287.0/sec): 500x500 stippled rectangle
  2000 reps @  3.4868 msec ( 287.0/sec): 500x500 stippled rectangle
  2000 reps @  3.4869 msec ( 287.0/sec): 500x500 stippled rectangle
  2000 reps @  3.4863 msec ( 287.0/sec): 500x500 stippled rectangle
  2000 reps @  3.4869 msec ( 287.0/sec): 500x500 stippled rectangle
 10000 trep @  3.4867 msec ( 287.0/sec): 500x500 stippled rectangle

   800 reps @  6.6090 msec ( 151.0/sec): (xor) 500x500 stippled rectangle
   800 reps @  6.6090 msec ( 151.0/sec): (xor) 500x500 stippled rectangle
   800 reps @  6.6093 msec ( 151.0/sec): (xor) 500x500 stippled rectangle
   800 reps @  6.6090 msec ( 151.0/sec): (xor) 500x500 stippled rectangle
   800 reps @  6.6090 msec ( 151.0/sec): (xor) 500x500 stippled rectangle
  4000 trep @  6.6091 msec ( 151.0/sec): (xor) 500x500 stippled rectangle

3000000 reps @  0.0019 msec (520000.0/sec): 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (520000.0/sec): 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (520000.0/sec): 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (520000.0/sec): 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (518000.0/sec): 1x1 opaque stippled rectangle
15000000 trep @  0.0019 msec (519000.0/sec): 1x1 opaque stippled rectangle

3000000 reps @  0.0019 msec (520000.0/sec): (xor) 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (520000.0/sec): (xor) 1x1 opaque stippled rectangle
3000000 reps @  0.0019 msec (520000.0/sec): (xor) 1x1 opaque stippled rectangle
